5072	39087442	8355738	13010706	8355738
5136	40093849	8557613	13354867	8557613
5200	41077166	8762182	13667646	8762183
5264	42112965	8968618	14024591	8968619
5328	43204602	9177698	14429078	9177699
5392	44182403	9389809	14711417	9389810
5456	45235587	9689088	15060848	9689089
5520	46279039	9906516	15392229	9906517
5584	47379019	10126538	15771842	10126539
