5072	189178446	19606204	162047074	19606204
5136	193967175	20066722	166146745	20066722
5200	198846061	20607396	170327994	20607399
5264	203754874	21079458	174530469	21079461
5328	208754592	21633507	178815261	21633510
5392	213783483	22117108	183120534	22117111
5456	218904018	22684569	187508863	22684572
5520	224053031	23179712	191916978	23179715
5584	229294425	23760549	196408886	23760552
