515	0.148765
579	0.211467
643	0.247581
707	0.360040
771	0.551985
835	0.876571
899	1.200761
963	1.648074
1027	2.066417
1091	3.882142
1155	3.146978
1219	3.806310
1283	4.692207
1347	5.348772
1411	6.155829
1475	7.068865
1539	8.203390
1603	9.400666
1667	11.411507
1731	12.156525
1795	14.004666
1859	15.993773
1923	17.515017
1987	19.465237
2051	21.700785
2115	24.078649
2179	26.697448
2243	29.572927
2307	32.776425
2371	36.298049
2435	50.318618
2499	44.936677
