515	0.564454
579	0.846524
643	1.454128
707	1.614387
771	2.495586
835	4.219540
899	6.213569
963	8.054301
1027	10.394375
1091	14.884861
1155	16.823761
1219	20.705061
1283	24.093714
1347	27.878170
1411	32.507750
1475	36.980950
1539	43.315064
1603	48.779475
1667	56.199182
1731	63.116310
1795	70.820765
1859	77.454664
1923	88.358082
1987	98.264821
2051	108.305030
2115	120.248029
2179	133.274785
2243	141.150862
2307	154.746936
2371	167.275250
2435	183.531512
2499	194.420867
