1792	47.325187	5805634156	4015446	6.619602	729823170	2071133
1824	28.708171	6495315828	4160098	7.353355	771443047	2335898
1856	28.573764	6618758166	4307310	7.783753	814839978	2654100
1888	29.746832	7203408766	4457082	8.199717	860057928	3003341
1920	33.842949	7202893728	4609414	8.643942	907135056	3399821
1952	34.795116	7961179748	4764306	9.083338	956128963	3819793
1984	37.997925	8084794164	4921758	9.544069	1007051949	4289861
2016	40.541507	8770314954	5081770	10.004749	1060016697	4796009
2048	113.667713	8665367227	5244343	10.573751	1134817092	5244349
